-7.000000000000000000e+01,7.839853333333333721e+05,3.998933333333333576e+04,3.901811039406626946e+02,7.411485745091303252e+05
-7.000000000000000000e+01,7.895920000000000000e+05,4.003600000000000000e+04,3.663706859709240007e+02,1.022315073438546038e+06
-7.000000000000000000e+01,7.524426666666666279e+05,4.012000000000000000e+04,3.839383997658885050e+02,6.854308830121974461e+05
-6.000000000000000000e+01,8.896733333333333721e+05,4.071733333333333576e+04,3.516067289370408275e+02,2.744036815969403833e+05
-6.000000000000000000e+01,8.029160000000000000e+05,4.036400000000000000e+04,4.368578261495688935e+02,5.340323631500340998e+05
-6.000000000000000000e+01,7.907520000000000000e+05,4.065333333333333576e+04,4.082306301115681890e+02,6.136952504458611365e+05
-4.500000000000000000e+01,9.605290000000000000e+05,4.033800000000000000e+04,3.878973373532797382e+02,4.262255274025317631e+05
-4.500000000000000000e+01,8.903440000000000000e+05,4.088000000000000000e+04,4.213380992482517513e+02,4.335044949645699817e+05
-4.500000000000000000e+01,9.018080000000000000e+05,3.953500000000000000e+04,4.350820373002689507e+02,4.838612665425351588e+05
-3.000000000000000000e+01,1.034700000000000000e+06,4.204600000000000000e+04,3.862455453833212005e+02,3.189025198357735644e+05
-3.000000000000000000e+01,1.069747000000000000e+06,4.319500000000000000e+04,3.881132319916131905e+02,3.018331928708674386e+05
-3.000000000000000000e+01,1.014399000000000000e+06,4.109200000000000000e+04,4.060145801132188126e+02,3.168558408225338208e+05
-1.500000000000000000e+01,1.046430000000000000e+06,4.238700000000000000e+04,4.401692832965576372e+02,3.115852421496419120e+05
-1.500000000000000000e+01,1.059673000000000000e+06,4.314200000000000000e+04,4.113058478534009055e+02,3.703826460568356561e+05
-1.500000000000000000e+01,1.035546000000000000e+06,4.226200000000000000e+04,4.231194566794729894e+02,2.836596008635111502e+05
0.000000000000000000e+00,1.082837000000000000e+06,4.211600000000000000e+04,4.145632531072770348e+02,4.805705527390005882e+05
0.000000000000000000e+00,1.076762000000000000e+06,4.215000000000000000e+04,4.272649370041383463e+02,7.327968746876312653e+05
0.000000000000000000e+00,1.075979000000000000e+06,4.205600000000000000e+04,4.190351268455175955e+02,7.387897312514596852e+05
1.500000000000000000e+01,1.063077000000000000e+06,4.108700000000000000e+04,3.983790108788418252e+02,1.208279124841299839e+06
1.500000000000000000e+01,1.032637000000000000e+06,4.193300000000000000e+04,4.214870056746032674e+02,7.453512431652694941e+05
1.500000000000000000e+01,1.037477000000000000e+06,4.298000000000000000e+04,4.197478066344330045e+02,6.353220736515728058e+05
3.000000000000000000e+01,1.007124000000000000e+06,4.290000000000000000e+04,3.145048558959918523e+02,8.827665344000174664e+05
3.000000000000000000e+01,9.028090000000000000e+05,4.130900000000000000e+04,5.215670023606708128e+02,1.090224211766155437e+06
3.000000000000000000e+01,9.796560000000000000e+05,4.058700000000000000e+04,4.368805441260430484e+02,1.216078775252459338e+06
4.500000000000000000e+01,9.103600000000000000e+05,4.071600000000000000e+04,3.538589316941909146e+02,5.384391750010305550e+05
4.500000000000000000e+01,8.903560000000000000e+05,4.096933333333333576e+04,3.471887068847594833e+02,3.223316135985166766e+05
4.500000000000000000e+01,8.890600000000000000e+05,4.176400000000000000e+04,2.974116843444255665e+02,7.013856855112892808e+05
6.000000000000000000e+01,8.320173333333333721e+05,3.977066666666666424e+04,3.601235733066844205e+02,5.397838146417208482e+05
6.000000000000000000e+01,7.999800000000000000e+05,3.939733333333333576e+04,3.999929502878495668e+02,7.311919096302078106e+05
6.000000000000000000e+01,8.400213333333333721e+05,3.980533333333333576e+04,2.937575793066255301e+02,6.038238144985007821e+05
7.000000000000000000e+01,8.228466666666666279e+05,3.940800000000000000e+04,3.406063173462177360e+02,2.786447289930803818e+05
7.000000000000000000e+01,7.882200000000000000e+05,3.926666666666666424e+04,3.262244724944660561e+02,4.822499699237687164e+05
7.000000000000000000e+01,7.801106666666666279e+05,3.954933333333333576e+04,2.905143863727629991e+02,8.267394236013707705e+05
